Product Review ID,Title,rating,detail_review,upvote,downvote
406,Very poor,,"This is a great chromebook.Pros:Great battery life.I start it at 10.30Am at 95 percent or more.I use it till 8PM or even till 10.30Pm.Work:YoutubeZoom classes.Screen: Good colours but a bit on the reflective side.Got it at a stellar deal at 24390.Keyboard:Has decent travel and great for the price.Big touchpad and good.Two sided charging ports.I can charge it wherever I want and if it is feasible to charge on left I do it on left port,If it is favourable for right I do with right po...READ MORE",14,2
406,Does the job,3,Good,35,11
407,Terrific purchase,5,"Good product, I installed windows 11 immediately, everything is good.",19,1
407,Decent product,3,Good one 🥰,12,4
407,Unsatisfactory,,Worst..READ MORE,3,1
407,Good choice,4,Best budget laptop,1,0
407,Really Nice,4,Nice and good quality product. I m using since may,1,0
407,Delightful,4,Excellent product,1,0
407,Perfect product!,5,Nice laptop,1,0
407,Mind-blowing purchase,5,best laptop,0,0
407,Excellent,5,Good for little ues,0,0
408,Decent product,3,Worst battery,9,1
409,Terrible product,,"Dont buy electronic product from flipkart. i bought this high specification laptop, and start from day 1 its overheating and temperature oflaptop going beyond 80 degrees celcius. Their return policy is a customer trap.they are just telling its our policy and that things.buy products from showroom, so that all can have physical experience of product, here in flipkart u just go by specifications and looks which is shown in image.and they are not supportive at all with electronic product ret...READ MORE",438,47
409,Fair,3,"Battery performance is not good 👎, sometimes system also hangout, if you open any two images or any two files at a time it'll hangout,Good display.",51,7
409,Slightly disappointed,,Very costly not worth of moneyREAD MORE,43,7
409,Nice product,4,Laptop is good but battery is get heated faster,6,2
409,Unsatisfactory,,Get heated up very quickly no exchange from dell customer care don't prefer dell brandREAD MORE,2,0
409,Simply awesome,5,Good,8,7
409,Worth every penny,5,Awesome Lappy,2,1
409,Really Nice,4,Good product good performance is recommended (but my 4 stars only to the body also the heating issue).,1,0
409,Mind-blowing purchase,5,Good product as per price though design/model is very conventional and may be modified. Working good as per expectations.,0,0
409,Nice,3,That's good,1,0
412,Excellent,5,I got it 56870 during offerday and it just awesome.Btry life 5-6hr during normal internet work.Display Very Good.Overall performance 🤘🏻🤘🏻,64,7
412,Brilliant,5,The overall product is good.,30,2
412,Wonderful,5,Best laptop at this price,96,21
412,Really Nice,4,Everything is perfect except Battery life. It barely last for 3 hours.,52,10
412,Good,3,Good allover but battery is low but performance is good and display is good,16,2
412,Wonderful,5,Nice product,36,11
412,Classy product,5,Everything is perfect ....Execpt battery backup,6,0
412,Delightful,4,It's laptop battery length is 3 - 4 hours but display is awesome you can watch the 8k videos. it's performance is good.,18,5
412,Best in the market!,5,Very good. Best laptop. Bast display. Speaker Osom. I am used already 8 months,11,2
412,Could be way better,,"Battery backup is a disaster, battery comes down from 96% to 26% in an hour. Flipkart can't help me because my return window has expired. Stuck with this laptop with a very very bad battery backup!READ MORE",5,0
413,Really Nice,4,"The base is becoming a bit Heat within 30 minutes . But there is no problem.   Overall, it is a Nice laptop.",289,60
413,Terrific purchase,5,Hey everyone After reading all reviews I have purchased this laptop.Received it today early morning. It took 3 hours to start and then I took help of HP Support system and the issue was resolved within 5 mins. So go for it. Display and sound it too good as per me. Highly recommended for students.,303,71
413,Decent product,3,"Good for Normal useBattery 7/10Display 6/10Multitasking 9/10Build quality  8/10Camera 2/10Keyboard 10/10Trackpad 10/10Microphone 10/10For web surfing, Watching movies, listening songs(not much good speakers), attending classes, YouTube and medium multitasking ( can easily handle 3 to 4 *medium usage* apps at a time) this laptop is good.*It do not have LAN port*Processor is not too good but SSD and 8 GB ram Full fills that incompleteness.If you are looking laptop as a student ...",19,1
413,Nice product,4,In this price range its best laptop.,109,22
413,Excellent,5,Very fast laptop go for it little bit heating issue but don't worry about it it doesn't affects performance and battery,136,30
413,Excellent,5,Nice product suitable for any type of working and not too short works fast,134,30
413,Mind-blowing purchase,5,Nice laptop,121,28
413,Great product,5,"This Is one of the best laptop..good battery backup, good performance.veey fast...but lot of heating issue is there..after using 2 to 3 hours laptop is like iron box..but this heating issue I rectified by purchasing laptop cooling pad.",25,3
413,Nice product,4,"Received today don't know about performance but over all looks nice ,Thin & Light weight .",96,24
413,Nice product,4,Value For Money,15,1
414,Perfect product!,5,"After 20 days of usage, I would say this is the very best laptop at this price range, In this same specification laptop price range is starts from 30K upto 50K we can see!! okay lets tell my review by after 20 days,Pros: Every specification very nice, especially Performance, Multitask, Sound quality, Keyboard, Less weight, Slim, aesthetic look etc...Cons: Battery 4-5 hrs maximum backup, Camera quality low. Note: Dont judge this laptop from this cons.Overall : To be honest, Very impressi...",84,17
414,Terrific purchase,5,"Very good laptop, Good battery backup upto 4 to 5 hours,Becklit keyboard very good,Sound quality is very good,No heating issues,Over all good performance.GTA runs smoothly.",134,34
414,Fabulous!,5,"Awesome laptop, worth the price",80,19
414,Just wow!,5,Recommend for school going 11th and 12th cs students Plus biggner college going students were u don't have the budget and really u can opt for this ....worth every penny and I use it for video editing and canva poster editing and magisto also some multi tasking were I recommend this laptop for the purpose...if u want gaming u can buy it's on ur risk coz it's for the purpose not to play with games ...we can use this for academic purposes and if u want to gift a laptop to ur kid  who is joinin...,17,2
414,Brilliant,5,"The laptop is best in budget...I am totally happy with what I got under 19k...The laptop is fast and snapyPros-1. Display is outstanding and Anti glare 2. Performance 10/10 because of 512 GB ssd3. Looks- the design is very attractive and looks like a laptop worth rs50,0004. Light weight and compact 5. Got pre activated geniune windows 116. Can carry all the day to day tasks and casual gaming7. Backlight keyboards 😍Cons-1. Battery backup up upto 3.5 to 4 hours (edit- initially ...",13,1
414,Fabulous!,5,You can't find a better product at this price point. Go for it.,8,0
414,Highly recommended,5,Very nice product 😃,12,2
414,Terrific,5,CHUWI COREBOOK X is is much competent faster and excellent and very friendly user face.I really found it very awesome,5,0
414,Best in the market!,5,Go for it best in budget,11,3
414,Highly recommended,5,"Everything is good for the price but its build quality is what sometimes I think it may require some treatment in the long run overall if you are looking for basic work, office, net browsing, notes, videos movies, etc. it's is excellent in performance either it's Wi-Fi, Bluetooth or headphone jack quality everything is good, the display is also good, the speaker has a low volume which you compensate by buying external speakers or headphones I tried running a virtual machine on it with ubuntu ...",4,0
415,Simply awesome,5,Good,10,2
415,Good choice,4,I love this laptop. But battery backup is only 5 hours .,16,6
415,Simply awesome,5,I am writting after using 2 days Excellent performance Excellent touch Only problem i am facing is battery back up is soo lessBut i recommend this Surely go for it,3,0
415,Mind-blowing purchase,5,Good..,3,1
415,Bad quality,,The audio quality of the device is very poor. Laptop heats too much Not advised to purchaseREAD MORE,2,1
415,Fabulous!,5,Thanks to flipkart Very helpful for student's Sound is nice touch experience is greatIt is like next gen laptopCan handle normal task easily and effectively.Only battery backup (4-5hrs) is less other.Other wise product is very good,1,0
415,Good choice,4,"Past 4 months I am using this laptopAlmost all the function (Finger sensor; HD webcam with shutter; Backlight key board, ect.,) available in this modelGood choice to buy this model",1,0
415,Perfect product!,5,"Product is as per expected, best part is open bix delivery, you don't have worry of any mis selling.",1,0
415,Terrific,5,Very good,0,0
415,Useless product,,This is the worrest product. Battery will drain with in the 30 minutes. Never seen these type of PCREAD MORE,1,6
416,Highly recommended,5,Honestly speaking it's a very good laptop but i literally got heart attack when delivery boy come and laptop is not opening but actually it was not charged but after i charge it 30 min it work fine and it's a very good laptop it has rtx 3050 it supports DLSS also you should go for it,44,6
416,Very Good,4,Nice product for high-end user.,12,0
416,Perfect product!,5,After 1month it's still work smoothly.Till now I'm greatly satisfied with this laptop.Will update here if any problem occurs.,11,0
416,Super!,5,Hey Guys!I'm writing this review after a month's usage and I hope you can find it helpful.-Firstly the design is superb and the metal body lid strong and becomes chill when the laptop is unused.-The most fabulous factor is the speaker quality of this laptop is just on par to MacBook.- I've bought the 1TB variant and the SSD is lightning fast.-As you know by the specifications the laptop is a power house and thermals are just outstanding with no heat dissipating on the keyboards even when...,8,0
416,Worth every penny,5,Super product. Very easy to use,41,13
416,Highly recommended,5,"Good Protect, No hanging issues, Photoshop,illustrator, Blender, Video edithing Working good",7,1
416,Awesome,5,"A very good Laptop in this price range. Very quick fingerprint sensor, Camera quality is fine, It is having Backlit keyboard..",4,0
416,Brilliant,5,If you are looking to buy an all rounder to for it 💯💯Built quality is lit excellent laptop for students,6,1
416,Brilliant,5,Best choice 🔥,3,0
416,Wonderful,5,After using 1 month I'm writing this reviewThis laptop is very good.it has good performance and everythingBut one thing is that it has low battery backup generally 3-4 hour and gaming laptop has that type range only,3,0
417,Brilliant,5,One of the best lappy in this price segment. Only one thing is missing that is backlit keyboard 🥲,9,0
417,Really Nice,4,First of all backlit keyboard not available All over good performance Display superb,6,0
417,Excellent,5,Nice product ❤️✅Impressive 😍,3,0
417,Really Nice,4,Nice product..... You should go for it .....,1,0
418,Great product,5,"The product is totally awesome 10/10 for these specs. I have been using this laptop for a month now. Photoshop and Lightroom works flawlessly and I have been using them in eco mode. In terms of games it performs really well and I have tried following games like GTA 5, Any NFS, F1 22. Again eco mode is enough.GPU load is always at 100%. So I don't recommend playing continuously. There is nothing to hate about this laptop. In terms of looks it is really great. Display colours are really g...",24,2
418,Highly recommended,5,"Best laptop for coding , development , Normal video editing , graphics designing , light gaming it can do your daily day to day task very easily since it has i5 13 generation H series Prosser ( which is best for performance) What I most like in the laptop :-. camera quality . performance button. Display. Speakers. Battery backup. lighting in logo. Build quality and obviously performanceIf you are a student you can consider this Overall it's good laptop",37,5
418,Really Nice,4,Top notch flagship quality laptop must go for it it's 100% value for money.,44,7
418,Pretty good,4,"Just received today 😍😍Design 5/5 😍Display 5/5 😍Fingerprint, Hinges light, Zero backlit, keyboard backlit 5/5 😍battery backup up to 8 hours 5/5 😍performance 5/5 😍Audio 4/5 Everything is good with this laptop.just a small issue i faced while using this, my touchpad was flickering after using 5-6 hours.maybe it was happening due to some settings.i don't know, but i will update my review after 30 days",44,13
418,Excellent,5,"This is the amazing product.. Better battery, display, sound quality, performance Everything is outstanding.. I love it ❤❤❤",11,1
418,Wonderful,5,"In this laptop we can't install secondary ssd even in this have a m2 ssd slot also make sure this thing.If you have anyone solution this let's descus in the reply?Other hand this laptop is a killer at this price. i honestly say about it's  performance, battery backup, design, and display all is good at this price. I strong recommended for go with this laptop.",11,1
418,Worthless,,Bad service from seller cancelled my order .I have to buy at loss of 9k.Faced 2 big problem1. Lag in touchpad after heavy use2. BSOD error3. Camera have too wide angle4. Laggy after long term useREAD MORE,10,1
418,Great product,5,"Everything is just too good, I'm just worried about After sale service.",18,4
418,Not recommended at all,,I bought this laptop with i5 13th generation processor within 2 weeks fingerprint sensor not working waste laptopREAD MORE,19,5
418,Wonderful,5,"Value for Money... 🔥No other brands can give this top specifications at this price. Laptop is best for every type of use. If you don't care about after sale service, and your budget is tight... Don't think about brand. Must Buy this",4,0
419,Fabulous!,5,"Awesome product, top lid metal, bottom plastic, RGB keyboard, large trackpad, good keyboard, Nice performance, 144hz display",87,19
419,Terrific,5,"Performance is good, you can play AAA title games in medium, high settings if you want high fps, battery is good...display is good...thermals are okay.",14,1
419,Excellent,5,"Win 11 pro in description, but got win 11 home , performance is very good.",10,1
419,Fabulous!,5,Best value for money in this price range.Battery back up is too good approx 5 hours,17,10
419,Classy product,5,its a very good product... Really impressed with the performance..The rgb keyboard is really class with looks..performance wise its a beast...As the name suggests...TUF one..Build quality is superb..The laptop is little heavy...bt Thts normal for the quality they provide.. Loving it..,3,0
419,Nice,3,"Good laptop overall.The battery isn't worth above 4 stars. Average battery performance.The performance however is top notch. RTX does it's job well.Display is good and when in 144hz mode, it's classic.There's some issue with the keyboard lighting.No idea if it happened just with me but some LEDs show RGB color when in static light mode.Rapid charging.The GPU is good but it would be much better if they provided at least 6gb VRAM and a DDR5 RAM.  Now, coming to the most important part, i...",4,1
419,Simply awesome,5,Performance is top-notch.only battery is little bit underrated,11,8
419,Brilliant,5,Value for money,5,2
419,Simply awesome,5,genuine seller and good packaging received next day,2,0
419,Wonderful,5,Great Laptop 👍I Found this laptop in BBD and ordered,2,0
420,Terrible product,,Battery🔋 backup is poor display is poorREAD MORE,24,9
420,Good,3,I purchased this laptop for the trading and editing purpose bt the display is the biggest disappointment.,8,3
420,Mind-blowing purchase,5,Very good,3,1
420,Worth every penny,5,Nice laptop,0,0
421,Terrific purchase,5,everything is good,67,11
421,Mind-blowing purchase,5,This is one of the best laptop in this segmentI used from last one monthBattery backup is really very goodFantastic display coz of 100% srgb which is true about this laptopAluminium build which is give very premuim lookNo any issue with this laptop just go and buy itI love it thank you infinix,64,11
421,Good choice,4,Display and design so much,40,6
421,Must buy!,5,One of the best features laptop in this price segment.no other brand give these features in this range,26,4
421,Awesome,5,Value of money,61,16
421,Good,3,Photoshop cc not properly working on this deviceSound quality not good,15,2
421,Perfect product!,5,Nice,6,0
421,Absolute rubbish!,,"Never, i said never buy this laptop.I bought this laptop and within 7 (exactly after replacement date over) it's motherboard is gone... And it's not one in a million chances, i came accross the statistics maximum issues are with motherboard only... dont buy it🙏🙏🙏READ MORE",31,9
421,Not recommended at all,,"My trackpad not working, after 1day😡😡😡😡READ MORE",14,2
421,Simply awesome,5,Best in this segment,29,9
422,Must buy!,5,Superb,6,0
423,Super!,5,Best laptop under 60k.I got the laptop under 57K by card discount on BBD sale main highlight of this laptop is OLED display.Only disadvantage of this laptop is you cannot upgrade RAM and Storage because it didn't have second slots for UpgradeYou can upgrade storage by replacing ssd to new one.Now on sound quality.Sound quality jabardast it's  comes with Dolby Atmos and sound by harmon kardon.But in new you feel sound is very low but you can increase the sound by Dolby Atmos app settings b...,28,4
423,Waste of money!,,I'm facing flickering issue on displayREAD MORE,36,7
423,Mind-blowing purchase,5,Incredible product 👏,15,2
423,Wonderful,5,PROS:OLED Display is marvelous. It has the best colour accuracy.I watch some HDR content on this one and it is excellent. I must say in the display department it is 10 out of 10.Laptop body looks very good. It gives a premium feel. The keyboard is smooth and easy.Aslo it comes with all the necessary features like fingerprint sensor which is by the way very fast and accurate and it has also office 2021.Boot up time is very less so it is very fast and I am well satisfied with this.Now th...,6,0
423,Great product,5,This laptop i would say is a great buy. Display of the laptop is biggest USP. The sound by harmon/kardon justifies the audio experience. I haven't played any game so couldn't comment on its peak performance part. Rest i'll say is a value for money.,24,8
423,Value for money!!!,5,"I am here after using this laptop for 1 week.I am a student and I bought it for coding, movies and AAA games.Here is my personal pros and cons,NOTE: This is not an 5600HS. It's 5600HPros1.Display is awesome for watching movies,games and for all the uses.2.Light weight.3.For gaming it can easily run most of the AAA title in high settings. I played 'God of war 4' with high settings it gives 40-50 fps...ultra settings also it will run 30-40fps but sometimes you may feel lag.(This all test...",11,3
423,Worthless,,Very bad product . Only in a week I am suffering with a battery issue and display issueREAD MORE,3,0
423,Utterly Disappointed,,"Just after 3 days Performs very Slow , And Getting ERRORS to Start The Laptop. Very Slow Processor System Very SlowREAD MORE",6,1
423,Worst experience ever!,,I am facing flickring issue in 50% displayREAD MORE,6,1
423,Slightly disappointed,,Speeker very very slow. And battery also weak very fastREAD MORE,6,1
424,Good choice,4,"An Amazing machine ! Let's get started : Pros : 1) The most light weight extremely with high performing gaming laptop! You will not find any gaming laptop that would be this light with such high end specs ! 2 ) Amazing display , and body finish !! The device looks extremely beautiful ! 3 ) Weight balance is amazing which means the lid can also be opened with one hand without holding the body ! 4 ) The keys of keyboard are sturdy !! Cons : 1 ) The touch pad is flimsy ! There is no soli...",21,2
424,Simply awesome,5,I love it i can handle any thing easily it's just perfect for students,27,4
424,Pretty good,4,The product is good and very effective in use.,16,5
424,Fair,3,Battery heating issue while charging..,40,20
424,Classy product,5,"Smooth Gaming, Good for Personal uses too. One of the best in Price Range.",7,1
424,Pretty good,4,System Performance is good in this laptop but battery performance i think it should be better,4,0
424,Best in the market!,5,Awesome performance,2,0
424,Horrible,,Not good... Battery backup is just 1 hour on full charge with normal work.... Screen freezing when just watching save movies... Don't look just Rtx3050... Add another 5k to 10k and go with another MSI laptop or other company laptop.... When internet surfing then battery backup is just half hourREAD MORE,3,1
424,Classy product,5,Value for money. Perform well in gaming and other hard taskYou can go for it. For experiencing all type game,1,0
424,Waste of money!,,As soon as i plug in charging laptop screen blinks and all the operations come to halt. When i off the charging then again same thing happens .READ MORE,0,0
425,Value-for-money,4,"Product is amazing. Flipkart delivery is 3rd class. I'm living in metro city , still the delivery is delayed. Product is initiated from same city , still they're struggling to deliver within time . I chose replacement. Flipkart guy don't know how to check the product. I visited the warehouse to collect my product, they are unable to deliver.This happened several times with me.",33,2
425,Must buy!,5,Best gaming laptop in this range.Upgrade ram to 16gb and add a secondary hard drive. And it becomes a beast.,56,9
425,Delightful,4,I don't know but my BlueStacks 5 was lagging so much...but genshin impact which I downloaded from official website was lag free easy 60fps..valorant lag free... decent gaming laptop 🙁 Microsoft is free lifetime best for office people. If you want to buy this wait for some deals offers,24,9
425,Terrific,5,First Impression is great. I would like to upgrade the ram to 16gb. Over all performance is great no issues found. Thanks Lenovo,11,3
425,Terrific purchase,5,"Outstanding performance for gaming, editing, programming.",6,1
425,Pretty good,4,Value for money.,6,1
425,Perfect product!,5,A literal Beast when it comes to performance.Tho battery is a issue sometime..But overall a good laptop in this price range.,3,0
425,Brilliant,5,Everything is good only battery drains very fast in Normal mode also.,3,0
425,Does the job,3,Its ok type bought at decent deal during big Billion days its the first day Of usage Will post the final review after some days- Battery back up very poor- will need to update the ram otherwise The Game is choppy -Build quality is plastic but its good -Display is ok type -We can overclock the Performance manually,22,15
425,Simply awesome and Liked the Keypad very much,5,The product is with great specs at this price range. The keypad is amazing. I like this keypad more than my MSI GL 66. Played games and done complex MS Excel excel databases. Very smooth for moderate gaming and office use.,6,3
426,Good choice,4,"Good product.received today, no problem till now battery life is slightly less but okay. Performance is good. Screen quality is good. Heating issue and it's moderate use laptop not for gaming.",22,2
426,Horrible,,Heating issueREAD MORE,4,2
426,Good,3,Nice,1,0
426,Super!,5,Good,0,0
426,Absolute rubbish!,,"Poor quality, get automatically off during running, no support available from seller, please don't purchaseREAD MORE",0,0
426,Super!,5,Super product,0,0
426,Worth the money,4,Value for money,0,0
426,Must buy!,5,Dell Laptop is Best,0,0
426,Worst experience ever!,,Heating prolemREAD MORE,0,0
426,Terrific,5,Value for money,0,0
428,Great product,5,Absolutely fantastic laptop for work.Good battery life and nice performance.,6,2
428,Simply awesome,5,The laptop provides a smooth work experience with enough power on tap. Usability-wise it's very comfortable. Have been using this for a few weeks now and have not faced any issues both in terms of usability and heating. Would definitely recommend.,2,1
428,Hated it!,,"Wrost experience, i am using since last 2 months , it is lagging in small tasks and work on the ms excel , Please don't buyREAD MORE",0,0
428,Wonderful,5,Excellent..,0,0
428,Mind-blowing purchase,5,"Great specs, great price and decent performer. There's a peculiar issue that I found though, the display driver crashes when trying to play a media in browser.",0,0
428,Really Nice,4,Good,0,0
429,Awesome,5,"The product is good enough in this price segment, and can do heavy tasks very efficiently.                                    It comes with the latest version of ram, storage and processor till now",52,0
429,Worth every penny,5,Fantastic performance with amazing specs and price. Just go for it. ✌🏻,9,0
429,Highly recommended,5,Laptop Is Really Worth It. Performance Is Good Look and Design Is also Good The Only 1 problem It's Battery Life Is Not Good It Provide 3 to 4 hr Battery Backup In Normal Use Other Then Things Are Good You Can Go For It,9,1
429,Excellent,5,I'm very much happy with the quality of the screen and sound quality and its battery life up to the mark it's very smooth and completely value for money.,3,0
429,Wonderful,4,"Overall good laptop,Speaker is below average.Air exhaust vent is on display side, which is not good.Track pad,and keyboard is average.Ram 8gb, 5200mhzFan sound is actually little bit louder side.Weight distribution is good,you can open lid with one hand.Packing was very good.It tooks 1.5 hrs for 100%charging.",4,2
429,Nice product,4,I faced slow performance of cpu sometimes otherwise totally fine  it is run very well and very good multitasking work.For gaming also better.,4,3
429,Classy product,5,"There look is unbeatable🗿🇮🇳 Proud to be an Indian, Jai Hind",6,8
429,Worth every penny,5,Awesome laptop at very good budget,1,0
429,Best in the market!,5,Very good product...,1,1
429,Excellent,5,Product is very nice and good 🙂 ahi,1,1
431,Just wow!,5,Excellent Product,8,1
431,Excellent,5,"Value for money laptop. Got 16gb ram plus 1tb storage at great discount during sale. Very good display quality, vibrant colours. For long term use this display is better than oled display as u will not face any screen burnout issues even after many years of use. Design is also good. My suggestion is go for 16gb ram variant for butter smooth performance with latest ryzen 5 7530U processor. Aslo getting backlit keyboard and fingerprint sensor and camera privacy shutter. Haven't tested battery ...",16,5
431,Delightful,4,Overall good performance..but I'm not happy with sound quality.In this price i expected good sound .Camera quality is normal.😶Looks good ..good performance.,11,3
431,Worst experience ever!,,With in 1 month its mother board and battery got damageREAD MORE,4,1
431,Perfect product!,5,"Good one in the budget friendly category.Slightly compromised in the display segment. Could have been little better. Otherwise everything is perfect. Battery backup: 5-6hrs averageIt has ryzen 7000 series 7530 U, the 7530 comes with zen 3 architecture which is effective. Normal gaming and editing tasks can be done. Backlit keyboard is good. Trackpad is responsive.Camera is okok types. It is full HD though.Specially loved the cardboard stand ( that was given in the box) to provide bett...",2,0
431,Did not meet expectations,,Sound not good very badREAD MORE,1,1
432,Classy product,5,Satisfactory and equipped enough to work out almost every task,272,68
432,Decent product,3,"I bought for around 12000 during offer. It is worth for money.Advantages: --It is convertible with touch screen-- lightweight and easy to carry-- performance wise it was good to watch videos and check emails.-- battery backup was very good it usually comes around 4 hours.DisadvantageScreen quality is very poor-- there is no HDmi port ,you have to connect external adaptor to connect with HDMI--you can't install modded apps and many apps were not supporting for this model.",135,34
432,Good,3,Very good and I am fully satisfied,115,34
432,Worth the money,4,Best in the market .,71,22
432,Awesome,5,I was completely satisfied with the product but the only issue i was facing is There is no sd card slot in this model So if u are a guy looking to extend your storage using sd card This model is not for you 😞,30,7
432,Pretty good,4,Nice 👍👍👍,15,2
432,Value-for-money,4,"Good product in this budget range, only some minor issues that I would like to point out.No port for HDMI cable so cannot connect directly to tv need to buy seperate cord for that.Cannot transfer data from laptop to Chromebook using type c slot with USB cable.Cannot install any modded applications easily unlike Android phones.Product is sturdy and has rich finish, very useful for students from high school to bachelor's students but not for engineering students.",7,0
432,Does the job,3,Nice work home job,22,5
432,Not recommended at all,5,"This is the worst product i ever had, it hangs a lot please consider once while ordering it",9,1
432,Classy product,5,"Excellent product,good performance, features are similar like a Android",15,4
433,Super!,5,"Got this laptop today. Performance is awesome under this price. Ryzen 5300u have 4 core 8 threads based on 7nm fabrication so quite powerful and very much power efficient. Initial impression is good as per performance, boot speed ,read and write speed. System is very responsive.Its a compact laptop and  it is built for education and office purpose please don't expect high gaming performance. I think compact laptops' cooling system is not built for heavy gaming usage so if you want to play ga...",178,16
433,Good choice,4,Just used for one day... ProsLookwise premiumSuper fast booting due to Samsung ssdDisplay is good Very minimal heating Played some basic games like Asphalt 8 without any lag. Will try GTA and pubg and update.Battery around 3 hours on wifi and gaming 4-5 hours on normal usageFast charging upto 50 percent in 30 minutes Backlit keyboardAlexa BuiltinConsSound is average (clear but not too loud)Webcam below averageValue for moneyOnly issue is that Flipkart package I received wa...,44,2
433,Worth every penny,5,Very happy with the purchase. Its lightning fast with the latest Ryzen 5300U. 512GB SSD helps to run apps really fast and the OS loads within seconds.,36,3
433,Terrific purchase,5,"Reviewing after 15 days, everything is superb, just go for it under 43k",10,0
433,Super!!!,5,"Pros-Powerful processor Ryzen 3 5000 series7nm fabrication technology, it enhances performance and battery backup 720p webcamBacklit keyboard at this price Build quality is very good Cons-Display - it doesn't come with antiglare display so it is quite reflectiveBut display quality is very good comes with full HD display Conclusion- Best laptop at this price range. You can go for it if you are looking for a general use laptop.",9,0
433,Worth every penny,5,"Hi I got this laptop today, And Seriously it's a beast at this price segment. Hi got it for 40,465/- 1. Backlit Keyboard2. Ryzen 3 5th Gen3. Vega 8 Graphics (512mb) Dedicated Graphic 4. 8gb Ram 2666Mhz5. 512 GB Samsung SSD (Top Most Trusted Brand For Performance)I suggest you all if you are looking for a laptop for your home, work or for doing some medium heavy work you can go for this and I'm damn sure you never regret after buying this.Go For It !!!",53,11
433,Terrific,5,"Pros:-1. Lighting Fast boot2. Good performance3. Best package in this money4. Speakers are good5. Easily open new applications6. Multitasking 7. Backlit keyboard and so on.Cons:-1. Please be aware, No anti glare display2. Battery backup is low usually lasts 3-4 hours3. Keyboard placements are not so well.In a nutshell, I’m giving this review after using this laptop for 1.5 months so my recommendation is to go blindly for this laptop. Cheers!",10,0
433,Great Product,4,"Great product nothing more could have asked in this price, though i paid extra Rs 2000 than the usual price but fully satisfied with the product .I gave 4 cause when i received the box it was not in a good condition, the package was bit damaged and secondly the key buttons are bit loose or you may say its not hard which a new keypad buttons should have not sure if this is due to the damaged packing .",9,0
433,Just wow!,5,"Very Good Laptop, Very Compact Size, Faster Processor AMD Ryzen 3 5300U, Fastest Samsung SSD, Backlit Keyboard, Good Build Quality, 6-7 Battery Backup, and more...Everything is Good and Acceptable.",78,18
433,Worth the money,4,"Everything is great, but not having an anti glare display is a major issue",13,0
434,Must buy!,5,Good product and o performance,46,8
434,Pretty good,4,Very good,27,6
434,Not recommended at all,,very slow and nothing special about it..not working most of the time while coping files.the sdd speed is also poor.READ MORE,20,5
434,Did not meet expectations,,This is hardware or software issues. Pls return this poor laptopREAD MORE,50,21
434,Utterly Disappointed,,Slow performanceREAD MORE,4,0
434,Useless product,,I want to return my laptop. Because it's have heating problemREAD MORE,2,0
434,Must buy!,5,All is good but getting  fan sound for some time,2,0
434,Terrific purchase,5,Thank you Flipkart for this awesome 😎 laptop,2,1
434,Worth every penny,5,Superb quality 👍❤️👍❤️,1,0
434,Perfect product!,5,Good,1,0
436,Absolute rubbish!,,"I would have given below 1 if the option was available below 1 rating. It has been just 28 hrs since I've received laptop and after 100% of charging is done, the battery here shows sometimes 5% in just 30 minutes of use and sometimes it shows again 97 then 92 then again 99.What's wrong I don't know.Even I'm not getting options for return or any service.I need to return this laptop asap.Dear flipkart don't lower your standards.READ MORE",72,13
436,Highly recommended,5,The graphics performance could have been a little better.,37,8
436,Fair,3,ok ok,16,6
436,Could be way better,,Very bad productREAD MORE,0,0
436,Nice product,4,Good product and deliver in time,1,0
436,Hated it!,,Mouse touchpad is not proper. ater 6 month got fault and then replace it. After one year again it's got fault.need to work with external mouse.All driver's is up to date. Some time it's automatically work.READ MORE,0,0
436,Best in the market!,5,Good product it fine,0,0
436,Perfect product!,5,Awesome product,0,0
436,Brilliant,5,Happy,0,0
436,Good,3,"Nice product, good performance...",0,0
437,Brilliant,5,Nice product.......loving it,25,6
437,Did not meet expectations,,Don't buy any electronic device in online.i am since 3times service done then problem in laptop waste productsREAD MORE,12,2
437,Useless product,,worst productREAD MORE,18,7
437,Nice product,4,Working good but one scratch/shadow is seen at top of screen? Contacting local authorized Lenevo soon as we were out of station on Dewali holidays for a week. Hopefully this will be solved.,3,0
437,Good,3,It's product is good,4,3
437,Not recommended at all,,Worst processorREAD MORE,1,0
437,Worth every penny,5,"Initially I was doubtful reading all the performance reviews of this laptop and could not make a decission.i purchased this laptop with lots of hesitation,but found this laptop  perfect for day to day activities. It's at par with i3.i found no compromise in performance or any lag.it does not heat up either. Initially there are a lot of online updates so it feels like it is hanging, but after updates and regular boot up it becomes perfect. Quite light weight indeed .display is anti glare.Go f...",2,0
437,Unsatisfactory,,BadREAD MORE,1,0
437,Horrible,,Really it's bad after used 2 week it hangsREAD MORE,1,0
437,Did not meet expectations,,Fully damged hanged pc .don't buy this . Only waste moneyREAD MORE,1,1
439,Really Nice,4,Good laptop....,15,0
439,Brilliant,5,It's value for money,15,4
439,Good,4,Good value for money we get from the laptop and all buyer keep it up to date for good performance.,10,2
439,Simply awesome,5,A good quality product.  Display brightness only low.Otherwise all perfect.Thanks for Flipkart.,8,2
439,Does the job,3,nice but bult qualty not good otherwise all ok,2,0
439,Just okay,3,heating and lag issues are there.need to improve through saoftware updating,1,0
439,Could be way better,,It stops functioning for a fraction of time as soon as fan starts. Disgusting.READ MORE,1,0
